nnkd,mob,MOB_term,Credit_TermApr,bad,maxdelay_one,delays_one,MA_AGE,MA_Gender,MA_Education,MA_Marital_Status,MANUMBEROFCHILD,MA_Residential_Status,MA_MONTH_AT_CURR_ADDRESS,MA_Real_Estate_Owner,MA_REG_Same_Fact_Addr,MA_MONTH_AT_CURR_PASSP,MA_Exp_IND,MA_MONTH_AT_CURR_JOB,MA_Time_Previous_Job,MA_Proposed_Amount,TOT_INCOME,PARTWH_INCOME,PAYMD2TOTPAYM,PTI,ratio_curr_cap_share,larger_diff_term,ratio_inst_amount,freq_nnkd,age_range,EQ_PP,diff_white_pti,ratio_time_job,ratio_amount_income
1-RUR-4510-3709688,10,0.41666666659999996,24,0,6,0,28,1,2,2,1,1,95,1,1,43,1,3,14,150000,32000.0,1.0,0.6717390789002134,0.247833125,0.4730696354620631,1,330.44416666666666,4,2,0,24069.34,4.666666666666667,2.56
1-RUR-4500-3317832,6,0.09836065570000001,61,0,5,0,25,0,2,2,0,1,114,1,1,41,1,11,36,142000,23000.0,1.0,0.3080746669998871,0.1776108695652174,0.037466419246736646,1,66.96803278688525,8,1,0,18914.95,3.272727272727273,1.943661971830986
1-RUR-4520-3932011,7,0.1891891891,37,0,2,0,51,1,2,5,0,1,13,1,1,53,1,62,54,700000,85000.0,1.0,0.5113849060160811,0.3230941176470588,0.13723121818634973,1,742.2432432432432,4,4,0,57537.0,0.8709677419354839,1.457142857142857
1-RUR-0000-3587631,3,0.0491803278,61,0,0,0,54,0,2,5,1,1,45,1,1,98,1,9,28,275000,27569.0,1.0,0.3285809210526316,0.27549784177880954,0.018497507256326994,1,124.51147540983607,1,4,0,19973.8,3.111111111111111,1.2030109090909091
1-RUR-0000-4795719,5,0.1351351351,37,0,0,0,43,0,2,5,0,1,167,1,1,72,1,55,84,330000,60000.0,0.0,0.4967638502652323,0.21578066666666668,0.06211038047301262,1,349.9145945945946,2,3,0,-12946.84,1.5272727272727273,2.1818181818181817
1-RUR-4520-3932011,6,0.1621621621,37,0,2,0,51,1,2,5,0,1,13,1,1,53,1,62,54,700000,85000.0,1.0,0.5070817705123477,0.3230941176470588,0.11079781319207273,1,742.2432432432432,4,4,0,57537.0,0.8709677419354839,1.457142857142857
1-RUR-4510-4558274,4,0.1666666666,24,0,2,0,26,1,2,3,1,1,125,1,1,50,1,31,132,300000,80000.0,0.0,0.6318900709123572,0.198266625,0.11215431185563168,1,660.88875,5,1,0,-15861.33,4.258064516129032,3.2
1-RUR-4580-5565985,3,0.125,24,0,0,0,35,1,2,3,1,1,56,1,1,71,1,7,13,100000,34547.0,1.0,0.6161886299726089,0.1646195038643008,0.07247565228237299,1,236.96291666666664,1,2,0,28859.89,1.8571428571428572,4.14564
1-RUR-0000-3319259,13,0.3611111111,36,1,1,0,31,0,0,3,2,1,108,1,1,60,1,13,18,65000,29000.0,1.0,0.5533520030010263,0.08965999999999999,0.3665708595586931,1,72.22611111111111,4,2,0,26399.86,1.3846153846153846,5.3538461538461535
1-RUR-0000-3611076,9,0.375,24,0,14,0,35,1,2,3,1,1,90,1,1,60,1,37,6,80000,25000.0,1.0,0.6513100757095688,0.1691876,0.3229313446588383,1,176.23708333333332,7,2,0,20770.31,0.16216216216216217,3.75
1-RUR-4510-3314288,3,0.25,12,0,8,0,24,0,2,2,0,1,99,1,1,49,1,36,12,60000,39000.0,1.0,0.7842271126760563,0.14547641025641025,0.08019376508846855,1,472.79833333333335,5,1,0,33326.42,0.3333333333333333,7.8
1-RUR-0000-4367971,8,0.1311475409,61,0,1,0,37,0,2,5,3,1,244,1,1,70,1,46,28,700000,60000.0,0.0,0.32673187621947536,0.33562633333333336,0.07057750055054446,1,330.124262295082,2,2,1,-20137.58,0.6086956521739131,1.0285714285714285
1-RUR-0000-4787734,7,0.1891891891,37,0,7,0,28,1,2,5,0,1,21,1,1,84,1,41,36,150000,45000.0,0.0,0.5122941134536401,0.13077622222222224,0.13854645414800532,1,159.05216216216218,3,2,0,-5884.93,0.8780487804878049,3.6
1-RUR-0000-4174936,4,0.0655737704,61,0,4,0,32,0,2,5,0,1,30,1,1,76,1,10,60,580000,70000.0,1.0,0.3050324488459325,0.23836314285714286,0.02722076580801883,1,273.53147540983605,7,2,0,53314.58,6.0,1.4482758620689655
1-RUR-3600-3947837,3,0.0491803278,61,0,0,0,32,1,0,3,1,1,187,1,1,71,1,8,36,200000,28000.0,1.0,0.2963916495986186,0.20548535714285715,0.01735754400122246,1,94.3211475409836,3,2,0,22246.41,4.5,1.68
1-RUR-0000-3506266,12,0.6666666666,18,0,3,0,49,0,2,3,0,1,40,1,1,4,1,68,36,80000,34500.0,1.0,0.7692834598215874,0.15467159420289855,1.313294038178605,1,296.4538888888889,4,3,0,29163.83,0.5294117647058824,5.175
1-RUR-0000-3307375,16,0.8888888887999999,18,0,54,1,32,0,2,2,0,1,8,1,1,16,1,9,24,70000,33000.0,0.0,0.794053125283065,0.14148939393939391,4.201467706985522,1,259.3972222222222,8,2,0,-4669.15,2.6666666666666665,5.6571428571428575
1-RUR-0000-3184178,17,0.4594594594,37,0,56,1,46,0,2,5,1,1,156,1,1,12,1,10,40,150000,31500.0,1.0,0.6942426779780346,0.19492984126984128,0.5816306464431953,1,165.9537837837838,6,3,0,25359.71,4.0,2.52
1-RUR-0000-4109775,3,0.0491803278,61,1,33,1,33,0,2,5,1,1,193,1,1,97,1,21,21,450000,65000.0,1.0,0.29598489358535496,0.19916276923076925,0.01799565203999173,1,212.22262295081967,6,2,0,52054.42,1.0,1.7333333333333334
1-RUR-4520-3541941,2,0.0327868852,61,1,27,0,28,0,2,5,1,1,141,1,1,66,1,31,8,320000,60000.0,1.0,0.0,0.14730083333333333,0.0,1,144.88606557377048,5,2,1,51161.95,0.25806451612903225,2.25
1-RUR-0000-4618949,4,0.0655737704,61,1,28,0,24,0,3,2,0,1,186,1,1,43,1,3,3,150000,20800.0,1.0,0.2747276785714285,0.2074610576923077,0.016684194302176436,1,70.74081967213114,4,1,0,16484.81,1.0,1.664
1-RUR-0000-3875848,8,0.1311475409,61,0,20,0,45,1,1,3,0,1,185,1,1,52,1,93,96,100000,16600.0,0.0,0.306663580096496,0.17330120481927713,0.06714964426033031,1,47.16065573770492,5,3,0,-2876.8,1.032258064516129,1.992
1-RUR-4510-4274396,7,0.1891891891,37,1,29,0,41,1,0,3,0,1,259,1,1,68,1,32,60,200000,90000.0,1.0,0.5032807155208119,0.0871841111111111,0.11074363997910691,1,212.06945945945944,4,3,0,82153.43000000001,1.875,5.4
1-RUR-4500-3899670,10,0.16393442619999998,61,0,17,0,30,1,2,5,1,1,60,1,1,61,1,33,48,250000,40500.0,1.0,0.3286228833983273,0.17758,0.0936514755633202,1,117.90147540983607,7,2,0,33308.01,1.4545454545454546,1.944
1-RUR-4510-3194396,17,0.4722222222,36,0,22,0,24,0,2,2,0,1,79,1,1,29,1,15,24,150000,28000.0,1.0,0.6806797685161824,0.2209417857142857,0.7029294132352354,1,171.8436111111111,9,1,0,21813.63,1.6,2.24
1-RUR-4510-3385865,13,0.5416666666,24,0,48,2,48,0,2,5,0,1,213,1,1,25,1,4,35,90000,28000.0,1.0,0.6669387037037038,0.16994285714285712,0.6671201851516615,1,198.26666666666665,13,3,0,23241.6,8.75,3.7333333333333334
1-RUR-0000-3188734,17,0.2786885245,61,0,47,1,29,1,0,5,1,1,150,1,1,23,1,10,3,112000,23000.0,1.0,0.4558776295337559,0.14613478260869564,0.26171195385213836,1,55.1,12,2,0,19638.9,0.3,2.4642857142857144
1-RUR-2280-4047283,8,0.1311475409,61,1,27,0,49,1,2,5,0,1,123,1,1,30,1,178,84,100000,21000.0,1.0,0.2744248484848485,0.1369904761904762,0.04742762762146259,1,47.16065573770492,3,3,0,18123.2,0.47191011235955055,2.52
1-RUR-0000-4681281,6,0.09836065570000001,61,1,26,0,32,1,2,5,1,1,55,1,1,80,1,11,10,250000,30000.0,1.0,0.2930856180856181,0.239733,0.03532765739102814,1,117.90147540983607,3,2,0,22808.010000000002,0.9090909090909091,1.44
1-RUR-0000-4072830,4,0.23529411760000002,17,0,20,0,38,1,2,3,0,1,364,1,1,57,1,47,2,44000,18000.0,0.0,0.6800816326530612,0.17103722222222226,0.1785125028663089,1,181.09823529411764,7,2,0,-3078.6700000000005,0.0425531914893617,4.909090909090909
1-RUR-4510-3385865,14,0.5833333333,24,0,48,2,48,0,2,5,0,1,213,1,1,25,1,4,35,90000,28000.0,1.0,0.6837269615518708,0.16994285714285712,0.9313089210304208,1,198.26666666666665,13,3,0,23241.6,8.75,3.7333333333333334
1-RUR-0000-3656645,9,0.14754098359999998,61,1,20,0,24,0,3,2,0,1,92,1,1,40,1,9,12,100000,17000.0,1.0,0.3165285807369518,0.16922352941176472,0.0693492217597168,1,47.16065573770492,11,1,0,14123.2,1.3333333333333333,2.04
1-RUR-5240-5317035,5,0.1351351351,37,0,1,0,36,1,2,3,1,1,29,1,1,64,1,57,3,200000,44815.0,1.0,0.4755899381113995,0.19293919446613852,0.06332725198755801,1,233.69108108108108,2,2,0,36168.43,0.05263157894736842,2.6889
1-RUR-2200-3487929,1,0.027027027000000002,37,0,0,0,29,1,2,5,0,1,10,1,1,17,1,11,24,200000,35000.0,0.0,0.0,0.22418771428571427,0.0,1,212.06945945945944,2,2,1,-7846.57,2.1818181818181817,2.1
1-RUR-0000-3506163,3,0.0491803278,61,0,1,0,42,1,2,3,1,1,63,1,1,75,1,237,20,286000,42000.0,1.0,0.3168642413487134,0.18807166666666664,0.01908681904126908,1,129.49196721311475,8,3,0,34100.990000000005,0.08438818565400844,1.7622377622377623
1-RUR-0000-4008417,2,0.0327868852,61,0,0,0,44,0,2,5,1,1,72,1,1,69,1,10,360,220000,30000.0,0.0,0.293729982754373,0.210965,0.008526218110885577,1,103.75327868852459,1,3,0,-6328.950000000001,36.0,1.6363636363636365
1-RUR-0000-4705496,1,0.0416666666,24,0,0,0,50,1,2,3,0,1,219,1,1,56,1,47,108,100000,55000.0,1.0,0.0,0.09612927272727273,0.0,1,220.29625,2,4,1,49712.89,2.297872340425532,6.6
1-RUR-4510-4207570,2,0.0327868852,61,0,3,0,37,0,2,3,2,1,63,1,1,68,1,17,20,750000,221480.0,0.0,0.32058908145044895,0.0935261874661369,0.009070575768405226,1,339.5767213114754,9,2,0,-20714.18,1.1764705882352942,3.54368
1-RUR-0000-3147312,1,0.0163934426,61,0,0,0,25,0,2,5,0,1,90,1,1,42,1,7,5,300000,42400.0,1.0,0.0,0.21233372641509435,0.0,1,147.5893442622951,6,1,1,33397.05,0.7142857142857143,1.696
1-RUR-0000-3806331,2,0.0327868852,61,0,0,0,53,0,2,5,0,1,222,1,1,71,1,269,72,200000,29000.0,0.0,0.2704861111111111,0.19839965517241376,0.007851160540611362,1,94.3211475409836,3,4,0,-5753.589999999999,0.26765799256505574,1.74
1-RUR-0000-3273275,5,0.1388888888,36,0,0,0,37,1,0,3,1,1,155,1,1,77,1,92,36,250000,37000.0,1.0,0.664651638496889,0.2786654054054054,0.10673160189305997,1,286.40611111111116,3,2,0,26689.379999999997,0.391304347826087,1.776
1-RUR-4510-4756785,6,0.09836065570000001,61,0,9,0,40,0,0,3,0,1,178,1,1,74,1,33,52,150000,35000.0,1.0,0.3012128263337117,0.12329114285714285,0.03668030631679998,1,70.74081967213114,6,3,0,30684.81,1.5757575757575757,2.8
1-RUR-0000-3184178,14,0.3783783783,37,1,3,0,46,0,2,5,1,1,156,1,1,12,1,10,40,150000,31500.0,1.0,0.7039586389101283,0.19492984126984128,0.46087669937318426,1,165.9537837837838,6,3,0,25359.71,4.0,2.52
1-RUR-4510-4756785,4,0.0655737704,61,0,8,0,40,0,0,3,0,1,178,1,1,74,1,33,52,150000,35000.0,1.0,0.299261920545034,0.12329114285714285,0.027173814759691578,1,70.74081967213114,6,3,0,30684.81,1.5757575757575757,2.8
1-RUR-4500-4034467,8,0.1632653061,49,0,1,0,34,0,2,5,1,1,107,1,1,7,1,21,28,750000,139000.0,1.0,0.4049333354163952,0.17590920863309353,0.10207122082740595,1,499.00775510204085,2,2,0,114548.62,1.3333333333333333,2.224
1-RUR-0000-3397988,7,0.1147540983,61,1,7,0,28,1,2,4,0,1,72,1,1,73,1,5,48,350000,30000.0,0.0,0.31730607645824394,0.33562633333333336,0.0481189617881017,1,165.062131147541,3,2,1,-10068.79,9.6,1.0285714285714285
1-RUR-0000-3433934,13,0.3513513513,37,0,0,0,40,0,2,5,2,1,67,1,1,81,1,51,212,100000,28000.0,0.0,0.5360891666666666,0.1401175,0.3464800050412212,1,106.03486486486486,3,3,0,-3923.29,4.1568627450980395,3.36
1-RUR-0000-4127776,6,0.1224489795,49,0,0,0,50,1,2,3,0,1,17,1,1,55,1,83,4,170000,24000.0,0.0,0.4000147934064705,0.2309295833333333,0.06976389743164599,1,113.10836734693878,1,4,0,-5542.3099999999995,0.04819277108433735,1.6941176470588235
1-RUR-2280-3487401,11,0.3055555555,36,0,0,0,39,1,2,4,1,1,126,1,1,56,1,61,95,79000,25000.0,1.0,0.5738240584999643,0.1231268,0.28815192103281745,1,85.50472222222223,1,2,0,21921.83,1.5573770491803278,3.7974683544303796
1-RUR-0000-3653636,5,0.08196721309999999,61,0,10,0,49,1,2,5,0,1,108,1,1,43,1,32,12,200000,34000.0,1.0,0.29871045505439425,0.16922323529411765,0.03612855951605337,1,94.3211475409836,6,3,0,28246.41,0.375,2.04
1-RUR-0000-3530783,12,0.3157894736,38,0,0,0,36,0,3,5,2,1,107,1,1,61,1,34,48,130000,26258.0,1.0,0.5304902317521256,0.1906420900297052,0.2898925310120406,1,131.73368421052632,2,2,0,21252.120000000003,1.411764705882353,2.4238153846153847
1-RUR-4500-3459185,9,0.1836734693,49,0,2,0,28,0,2,5,0,1,119,1,1,54,1,8,8,220000,39000.0,1.0,0.4451826164874552,0.17772666666666667,0.12728705406637805,1,141.45591836734695,4,2,0,32068.66,1.0,2.1272727272727274
1-RUR-6570-3824642,1,0.0163934426,61,0,0,0,25,1,2,4,0,1,81,1,1,47,1,7,23,100000,19000.0,1.0,0.0,0.1514105263157895,0.0,1,47.16065573770492,1,1,1,16123.199999999999,3.2857142857142856,2.28
1-RUR-3600-3687007,4,0.1142857142,35,0,0,0,35,0,2,3,0,1,225,1,1,82,1,9,72,70000,18000.0,0.0,0.5072225713687176,0.1555638888888889,0.06482340658600078,1,80.00428571428571,4,2,0,-2800.15,8.0,3.085714285714286
1-RUR-0000-4423401,8,0.2162162162,37,1,4,0,31,0,0,3,0,1,21,1,1,78,1,73,18,100000,23000.0,1.0,0.545538949920342,0.16604565217391304,0.1729968615295973,1,103.21756756756757,2,2,0,19180.95,0.2465753424657534,2.76
1-RUR-0000-3232426,7,0.41176470579999996,17,1,10,0,44,1,2,5,0,1,47,1,1,85,1,36,180,40000,18333.0,1.0,0.7438207111459734,0.15266404843724432,0.3518985048678485,1,164.63470588235293,2,3,0,15534.21,5.0,5.4999
1-RUR-0000-3614675,9,0.14754098359999998,61,0,3,0,46,0,2,5,0,1,18,1,1,4,1,3,12,150000,27000.0,0.0,0.31166204262819464,0.15982185185185185,0.06798348552700702,1,70.74081967213114,8,3,0,-4315.19,4.0,2.16
1-RUR-4200-5447836,4,0.1081081081,37,0,0,0,42,0,3,2,0,1,3,1,1,69,1,89,14,100000,25902.33,1.0,0.50311807903019,0.16488748309515014,0.06431382357401903,1,115.43162162162163,1,3,0,21631.36,0.15730337078651685,3.1082796000000004
1-RUR-4500-4248281,2,0.0327868852,61,1,6,0,31,0,2,3,0,1,71,1,1,79,1,13,12,350000,73409.0,1.0,0.0,0.13716015747387925,0.0,1,165.062131147541,4,2,1,63340.21,0.9230769230769231,2.51688
1-RUR-4520-3932011,10,0.2702702702,37,0,2,0,51,1,2,5,0,1,13,1,1,53,1,62,54,700000,85000.0,1.0,0.5304492483987492,0.3230941176470588,0.2309769222845205,1,742.2432432432432,4,4,0,57537.0,0.8709677419354839,1.457142857142857
1-RUR-5220-5362652,4,0.1081081081,37,0,1,0,34,1,2,5,2,1,47,1,1,59,1,11,24,100000,31795.0,1.0,0.462793675857385,0.13597389526655135,0.06332742158731178,1,116.84567567567568,2,2,0,27471.71,2.1818181818181817,3.8154
1-RUR-6560-3462882,8,0.3333333333,24,0,4,0,35,0,3,2,0,1,20,1,1,118,1,12,12,200000,35000.0,0.0,0.6582731247897746,0.3021205714285714,0.38917067830217505,1,440.5925,4,2,0,-10574.22,1.0,2.1
1-RUR-0000-4607138,6,0.3,20,0,0,0,53,1,2,4,0,1,9,1,1,78,1,48,12,500000,97815.0,1.0,0.7230466717135028,0.3076087512140265,0.3038509001643191,1,1504.4375,2,4,0,67726.25,0.25,2.34756
1-RUR-4510-3035574,17,0.2786885245,61,0,7,0,37,0,2,5,2,1,197,1,1,43,1,156,72,450000,110000.0,0.0,0.5250698268587952,0.12276754545454545,0.25747323324713633,1,221.38409836065574,9,2,0,-13504.429999999998,0.46153846153846156,2.933333333333333
1-RUR-6570-3668931,2,0.0327868852,61,0,0,0,28,1,2,4,1,1,58,1,1,74,1,73,36,750000,87000.0,0.0,0.2937593225677941,0.24799965517241385,0.008527435611139214,1,353.7044262295082,4,2,0,-21575.970000000005,0.4931506849315068,1.392
1-RUR-0000-3670089,5,0.294117647,17,0,2,0,53,0,2,5,0,1,379,1,1,85,1,22,36,35000,25000.0,1.0,0.7096133178425602,0.0979576,0.25766275953750306,1,144.05529411764707,8,4,0,22551.06,1.6363636363636365,8.571428571428571
1-RUR-2200-3752439,1,0.02,50,0,0,0,30,1,2,3,1,1,330,1,1,62,1,27,6,170000,30000.0,1.0,0.20728666666666665,0.182489,0.005517273278479015,1,109.49340000000001,2,2,0,24525.33,0.2222222222222222,2.1176470588235294
1-RUR-4500-3687079,9,0.1956521739,46,0,2,0,52,1,2,5,0,1,11,1,1,77,1,243,24,200000,25000.0,1.0,0.4350239444546563,0.2712768,0.13467104241207462,1,147.43304347826088,3,4,0,18218.08,0.09876543209876543,1.5
1-RUR-5230-3693128,7,0.152173913,46,0,7,0,51,1,0,3,0,1,169,1,1,58,1,203,48,100000,20000.0,1.0,0.4246255869112736,0.169548,0.0961587746523368,1,73.71652173913044,5,4,0,16609.04,0.23645320197044334,2.4
1-RUR-0000-3933836,7,0.2916666666,24,0,4,0,30,0,0,3,0,1,61,1,1,86,1,46,6,100000,30000.0,1.0,0.7333670672609652,0.17623699999999998,0.4551010385783663,1,220.29625,4,2,0,24712.89,0.13043478260869565,3.6
1-RUR-6560-3999714,10,0.8333333333,12,0,5,0,23,1,2,4,0,1,96,1,1,37,1,3,10,35000,27000.0,0.0,0.8395036713634338,0.1225774074074074,2.3160205477836677,1,275.7991666666667,3,1,0,-3309.5899999999997,3.3333333333333335,9.257142857142858
1-RUR-6560-4500425,3,0.0491803278,61,0,0,0,26,1,2,5,0,1,40,1,1,72,1,14,24,200000,23000.0,1.0,0.32401696428571425,0.2401643478260869,0.018480273641206003,1,90.55377049180328,6,1,0,17476.22,1.7142857142857142,1.38
1-RUR-0000-3105041,6,0.1666666666,36,0,1,0,25,0,2,5,0,1,107,1,1,29,1,26,2,67000,33000.0,1.0,0.6362494117647061,0.08373484848484848,0.1377565003836091,1,76.75694444444444,3,1,0,30236.75,0.07692307692307693,5.91044776119403
1-RUR-0000-3499350,5,0.08196721309999999,61,1,14,0,31,1,2,5,1,1,16,1,1,40,1,6,48,150000,32000.0,0.0,0.30541013824884794,0.13484968749999998,0.027231496068168725,1,70.74081967213114,2,2,0,-4315.19,8.0,2.56
1-RUR-0000-3397988,5,0.08196721309999999,61,0,0,0,28,1,2,4,0,1,72,1,1,73,1,5,48,350000,30000.0,0.0,0.3076834468072879,0.33562633333333336,0.0367925996841334,1,165.062131147541,3,2,1,-10068.79,9.6,1.0285714285714285
1-RUR-0000-3404077,1,0.0163934426,61,0,0,0,32,1,2,5,0,1,35,1,1,27,1,74,60,300000,30000.0,1.0,0.0,0.2876796666666667,0.0,1,141.48180327868852,9,2,1,21369.61,0.8108108108108109,1.2
1-RUR-0130-4726257,5,0.08196721309999999,61,0,1,0,33,1,2,2,0,1,46,1,1,78,1,136,0,219000,24000.0,0.0,0.3037200337799956,0.2625075,0.03667044168376592,1,103.2816393442623,2,2,0,-6300.18,0.0,1.3150684931506849
1-RUR-4510-4215085,5,0.08196721309999999,61,0,1,0,46,1,2,5,0,1,28,1,1,18,1,18,38,150000,80000.0,0.0,0.2974338391644819,0.053939875,0.03608669227458536,1,70.74081967213114,2,3,0,-4315.19,2.111111111111111,6.4
1-RUR-4500-4201498,5,0.1351351351,37,0,2,0,33,0,2,5,1,1,10,1,1,88,1,27,132,300000,60000.0,0.0,0.5303973171132836,0.19095233333333334,0.08884223078947485,1,309.6524324324324,4,2,0,-11457.14,4.888888888888889,2.4
1-RUR-0000-4491059,7,0.41176470579999996,17,0,0,0,24,1,2,4,0,1,87,1,1,43,1,24,4,80000,21953.0,1.0,0.8472147999999999,0.2514421719127226,1.1254402982417826,1,324.7005882352941,1,1,0,16433.09,0.16666666666666666,3.29295
1-RUR-0000-3530783,13,0.3421052631,38,0,1,0,36,0,3,5,2,1,107,1,1,61,1,34,48,130000,26258.0,1.0,0.5304185774611577,0.1906420900297052,0.2898925310120406,1,131.73368421052632,2,2,0,21252.120000000003,1.411764705882353,2.4238153846153847
1-RUR-4500-4248281,1,0.0163934426,61,1,0,0,31,0,2,3,0,1,71,1,1,79,1,13,12,350000,73409.0,1.0,0.0,0.13716015747387925,0.0,1,165.062131147541,4,2,1,63340.21,0.9230769230769231,2.51688
1-RUR-0130-5367676,3,0.081081081,37,0,2,0,39,0,2,5,1,1,20,1,1,90,1,58,7,200000,42422.0,1.0,0.4469775453363937,0.20382278063269055,0.04093676397638468,1,233.69108108108108,4,2,0,33775.43,0.1206896551724138,2.54532
1-RUR-4520-4165962,8,0.6666666666,12,0,0,0,47,1,2,2,1,1,158,1,1,24,1,39,12,50000,40000.0,1.0,0.837491851226198,0.1181995,1.2651493186430849,1,393.9983333333333,1,3,0,35272.020000000004,0.3076923076923077,9.6
1-RUR-0000-3875848,3,0.0491803278,61,0,0,0,45,1,1,3,0,1,185,1,1,52,1,93,96,100000,16600.0,0.0,0.2854246721932305,0.17330120481927713,0.016704764288692504,1,47.16065573770492,5,3,0,-2876.8,1.032258064516129,1.992
1-RUR-6550-4154288,3,0.125,24,0,0,0,37,0,2,5,0,1,247,1,1,60,1,15,140,120000,35000.0,0.0,0.627962015503876,0.18127228571428566,0.07239286319233637,1,264.35541666666666,6,2,0,-6344.529999999998,9.333333333333334,3.5
1-RUR-4510-4659366,4,0.1666666666,24,0,0,0,30,0,2,4,1,1,149,1,1,62,1,29,30,80000,45000.0,0.0,0.6244026132542833,0.0939931111111111,0.10994104814508039,1,176.23708333333332,4,2,0,-4229.69,1.0344827586206897,6.75
1-RUR-0000-3506908,8,0.1311475409,61,0,7,0,29,0,2,5,0,1,153,1,1,45,1,18,24,724000,29000.0,1.0,0.3526839796005584,0.6895203448275862,0.07341223417830643,1,327.80475409836066,5,2,1,9003.91,1.3333333333333333,0.48066298342541436
1-RUR-4200-3108372,2,0.0327868852,61,0,0,0,26,0,2,5,1,1,9,1,1,62,1,27,36,185000,24000.0,1.0,0.3936035714285714,0.2313258333333333,0.012058153102352916,1,91.01344262295082,4,1,0,18448.18,1.3333333333333333,1.5567567567567568
1-RUR-0000-3253706,11,0.6111111111,18,0,0,0,49,1,2,2,0,1,12,1,1,49,1,50,216,200000,31833.0,1.0,0.6807054728767953,0.33217792856469697,0.5621501027855714,0,587.4566666666666,1,3,0,21258.78,4.32,1.90998
1-RUR-3670-3703023,7,0.1147540983,61,0,1,0,38,1,2,2,0,1,124,1,1,59,1,71,32,500000,60000.0,0.0,0.3190405724969995,0.239733,0.05850503396414518,1,235.80295081967213,5,2,0,-14383.98,0.4507042253521127,1.44
1-RUR-4510-4460824,5,0.1666666666,30,0,3,0,41,0,2,5,1,1,87,1,1,87,1,18,36,200000,40000.0,0.0,0.5571371504253845,0.2232495,0.11154084515230082,1,297.666,4,3,0,-8929.98,2.0,2.4
1-RUR-0000-3651048,9,0.14754098359999998,61,0,5,0,36,1,2,2,0,1,296,1,1,64,1,7,84,170000,27100.0,1.0,0.32127000058294114,0.18046309963099635,0.08826334231926596,1,80.17295081967214,5,2,0,22209.449999999997,12.0,1.9129411764705881
1-RUR-0000-3235698,3,0.0491803278,61,0,8,0,23,1,2,2,0,1,89,1,1,39,1,5,6,200000,32000.0,1.0,0.31901964285714285,0.17261812499999998,0.009013059605579821,1,90.55377049180328,11,1,0,26476.22,1.2,1.92
1-RUR-0000-3313968,15,0.4054054054,37,0,5,0,44,0,0,5,0,1,220,1,1,56,1,35,0,300000,80000.0,0.0,0.5789375662339106,0.14321425,0.4050161323952322,1,309.6524324324324,6,3,0,-11457.14,0.0,3.2
1-RUR-0000-3136991,1,0.0416666666,24,0,0,0,25,1,2,2,0,1,108,1,1,50,1,65,0,150000,23550.0,0.0,0.6756511599361728,0.34590658174097666,0.03809482740317378,1,339.42083333333335,4,1,0,-8146.1,0.0,1.884
1-RUR-4500-3670369,4,0.1081081081,37,0,1,0,23,0,2,2,0,1,26,1,1,29,1,3,15,150000,40000.0,1.0,0.4888161362446018,0.14712325,0.06218994675454236,1,159.05216216216218,10,1,0,34115.07,5.0,3.2
1-RUR-0000-4602430,2,0.0327868852,61,1,0,0,30,0,2,4,2,1,80,1,1,35,1,9,24,180000,45200.0,1.0,0.29341698841698843,0.114562610619469,0.008515795228807198,1,84.88901639344262,2,2,0,40021.770000000004,2.6666666666666665,3.013333333333333
1-RUR-0000-4028536,3,0.0491803278,61,0,0,0,24,1,2,2,0,1,94,1,1,39,1,29,11,300000,31000.0,0.0,0.2966994849677048,0.27839967741935484,0.017375588073941885,1,141.48180327868852,2,1,0,-8630.39,0.3793103448275862,1.24
1-RUR-0000-3506266,14,0.7777777777,18,1,11,0,49,0,2,3,0,1,40,1,1,4,1,68,36,80000,34500.0,1.0,0.7783642123899303,0.15467159420289855,1.6773448102180866,1,296.4538888888889,4,3,0,29163.83,0.5294117647058824,5.175
1-RUR-0000-3423380,10,0.16393442619999998,61,0,23,0,40,0,2,5,1,1,157,1,1,19,1,18,36,650000,50000.0,0.0,0.32548438253338113,0.37398359999999997,0.09242348012948272,1,306.5439344262295,9,3,1,-18699.18,2.0,0.9230769230769231
1-RUR-4520-3541941,7,0.1147540983,61,0,81,2,28,0,2,5,1,1,141,1,1,66,1,31,8,320000,60000.0,1.0,0.3303781553398058,0.14730083333333333,0.06815271628094875,1,144.88606557377048,5,2,0,51161.95,0.25806451612903225,2.25
1-RUR-4500-3589853,13,0.213114754,61,0,88,2,25,0,2,2,0,1,108,1,1,44,1,31,7,200000,36176.31,1.0,0.32560193916697194,0.15904303119914664,0.1337425652705515,1,94.3211475409836,9,1,0,30422.719999999998,0.22580645161290322,2.1705786
1-RUR-0000-3170254,13,0.5416666666,24,1,63,1,29,0,0,2,0,1,149,1,1,44,1,37,36,100000,20000.0,1.0,0.7831854853655222,0.2715365,1.162233691190217,1,226.28041666666664,11,2,0,14569.27,0.972972972972973,2.4
1-RUR-0000-3481852,14,0.22950819670000003,61,0,67,1,31,0,2,5,1,1,13,1,1,58,1,15,36,150000,35000.0,1.0,0.3346017669717134,0.12329114285714285,0.1471248844001818,1,70.74081967213114,8,2,0,30684.81,2.4,2.8
1-RUR-6550-4154288,4,0.1666666666,24,0,18,0,37,0,2,5,0,1,247,1,1,60,1,15,140,120000,35000.0,0.0,0.5465469135802469,0.18127228571428566,0.0796615692542372,1,264.35541666666666,6,2,0,-6344.529999999998,9.333333333333334,3.5
